case,dataset,fault,status,truth,stage,arm,answer,correct,abstained,confidence,rank_of_truth,reason_for_answer,reason_for_truth,role_of_truth,retention_kept,retention_missed,retention_score,prompt_tokens,eval_tokens,wall_s,gpu_free_before_MB,parse_error,model,thinking,num_ctx
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,carts-db,False,False,high,,"The symptom detection ranked carts-db as the origin, and it has socket issues and error rate indicating a potential connectivity or database problem.",,,carts error-rate rise (carts_error),carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),1/3,385,51,0.74,13601,,qwen2.5-coder:7b,False,1536
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step1,llm:qwen2.5-coder:7b-nothink-shuffled,front-end,False,False,,2,Multiple new error logs indicating issues with order processing.,Multiple new error and log entries indicating issues with order processing and payment handling.,,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,3074,787,15.02,13606,,qwen2.5-coder:7b,False,4608
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:naive,front-end,False,False,,2,Multiple new error logs indicating issues with order processing.,Multiple new error and log entries indicating issues with order processing and payment handling.,victim,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule,front-end,False,False,,2,Multiple new error logs indicating issues with order processing.,Multiple new error and log entries indicating issues with order processing and payment handling.,victim,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step2,python:strength+llm2:qwen2.5-coder:7b,front-end,False,False,,2,"log_new POST /orders status400 - ms - - (0->644); log_new Order response: {""cause"":{""cause"":{""cause"":null,""message"":""C (0->643)",log_new Caused by: java.lang.IllegalArgumentException: Conflicting s (0->644); log_new Caused by: com.fasterxml.jackson.databind.JsonMappingExcepti (0->643),victim,orders presence change (orders_diskio); orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),,3/3,1341,321,8.6,13286,,qwen2.5-coder:7b,False,3072
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step2,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b,front-end,False,False,,2,Multiple new error logs indicating issues with order processing.,Multiple new error and log entries indicating issues with order processing and payment handling.,origin,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,796,388,9.28,13517,,qwen2.5-coder:7b,False,2048
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,python:strength+py2:rule+llm3:qwen2.5-coder:7b,,False,True,low,,The evidence does not support any single service as the origin of the fault. Multiple services have symptoms and dependencies that are not clearly linked to a single point of failure.,,,orders presence change (orders_diskio); orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),,3/3,897,56,5.21,13574,,qwen2.5-coder:7b,False,2560
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,python:strength+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,carts-db,False,False,high,,"The symptom detection ranked carts-db as the origin, and it has the highest shape value, indicating it is the most likely source of the fault.",,,orders presence change (orders_diskio); orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),,3/3,894,54,0.94,13541,,qwen2.5-coder:7b,False,2560
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule+llm3:qwen2.5-coder:7b,shipping,False,False,high,,"The shipping service has a quiet period, which could be related to the overall system issues, and it is the only service with no listed dependencies, suggesting it might be the origin of the fault.",,,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,427,62,5.08,13546,,qwen2.5-coder:7b,False,1536
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,orders-db,False,False,high,,"The orders-db service is the origin of the fault as it has new log entries indicating network issues, which could be affecting data persistence.",,,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,446,51,4.97,13606,,qwen2.5-coder:7b,False,2048
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step1,llm:qwen2.5-coder:7b-nothink-shuffled,orders,True,False,,1,High error rate and significant changes in latency indicate a critical issue.,High error rate and significant changes in latency indicate a critical issue.,,orders error-seconds rise,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders,1/3,2805,568,12.26,13569,,qwen2.5-coder:7b,False,4608
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:naive,orders,True,False,,1,High error rate and significant changes in latency indicate a critical issue.,High error rate and significant changes in latency indicate a critical issue.,victim,orders error-seconds rise,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders,1/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule,orders,True,False,,1,High error rate and significant changes in latency indicate a critical issue.,High error rate and significant changes in latency indicate a critical issue.,victim,orders error-seconds rise,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders,1/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step2,python:strength+llm2:qwen2.5-coder:7b,front-end,False,False,,2,"log_new Order response: {""statusCode"":status406,""body"":{""timestamp"": (0->642); log_rate POST /orders status406 - ms - - (77->642)","log_new INFO w.w.s.o.controllers.OrdersController: Received payment  (0->642); log_rare 104 log_rare lines [classes: java.io.IOException, javax.serv (104 patterns)",origin,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,1282,435,10.09,13281,,qwen2.5-coder:7b,False,2560
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step2,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b,orders,True,False,,1,High error rate and significant changes in latency indicate a critical issue.,High error rate and significant changes in latency indicate a critical issue.,victim,orders error-seconds rise,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders,1/3,711,293,8.04,13546,,qwen2.5-coder:7b,False,2048
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,python:strength+py2:rule+llm3:qwen2.5-coder:7b,orders,True,False,high,1,"The orders service has symptoms indicating a problem, such as log_new INFO w.w.s.o.controllers.OrdersController: Received payment and log_rare 104 log_rare lines [classes: java.io.IOException, javax], suggesting it is the origin of the fault.","The orders service has symptoms indicating a problem, such as log_new INFO w.w.s.o.controllers.OrdersController: Received payment and log_rare 104 log_rare lines [classes: java.io.IOException, javax], suggesting it is the origin of the fault.",victim,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,833,77,1.27,13574,,qwen2.5-coder:7b,False,2048
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,python:strength+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,catalogue,False,False,high,,"The catalogue service is listed as the origin in the symptom detection and has dependencies on other services, indicating it is likely where the fault originated.",,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,871,52,0.93,13568,,qwen2.5-coder:7b,False,2048
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule+llm3:qwen2.5-coder:7b,orders,True,False,high,1,"The orders service has the highest error rate and significant changes in latency, indicating it is the origin of the fault.","The orders service has the highest error rate and significant changes in latency, indicating it is the origin of the fault.",victim,orders error-seconds rise,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders,1/3,345,46,4.91,13568,,qwen2.5-coder:7b,False,1536
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,orders-db,False,False,high,,"The orders-db service shows a significant decrease in workload and a change in socket connection status, indicating it is the origin of the fault.",,,orders error-seconds rise,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders,1/3,336,51,0.72,13599,,qwen2.5-coder:7b,False,1536
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step1,llm:qwen2.5-coder:7b-nothink-shuffled,front-end,True,False,,1,High error rate and significant changes in log patterns.,High error rate and significant changes in log patterns.,,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,1938,643,12.95,13599,,qwen2.5-coder:7b,False,3584
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:naive,front-end,True,False,,1,High error rate and significant changes in log patterns.,High error rate and significant changes in log patterns.,victim,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule,front-end,True,False,,1,High error rate and significant changes in log patterns.,High error rate and significant changes in log patterns.,victim,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step2,python:strength+llm2:qwen2.5-coder:7b,front-end,True,False,,1,log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30),log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30),origin,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,1309,393,9.53,13486,,qwen2.5-coder:7b,False,2560
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step2,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b,front-end,True,False,,1,High error rate and significant changes in log patterns.,High error rate and significant changes in log patterns.,origin,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,719,384,9.24,13546,,qwen2.5-coder:7b,False,2048
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,python:strength+py2:rule+llm3:qwen2.5-coder:7b,front-end,True,False,high,1,"The front-end service has symptoms related to high log rates and error rates, indicating it is likely the origin of the fault.","The front-end service has symptoms related to high log rates and error rates, indicating it is likely the origin of the fault.",victim,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,828,49,0.92,13574,,qwen2.5-coder:7b,False,2048
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,python:strength+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,front-end,True,False,high,1,The front-end service has the highest symptom score and is listed as the origin in its role description.,The front-end service has the highest symptom score and is listed as the origin in its role description.,origin,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,845,44,0.8,13574,,qwen2.5-coder:7b,False,2048
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule+llm3:qwen2.5-coder:7b,front-end,True,False,high,1,"The front-end service has the highest error rate and significant changes in log patterns, indicating it is likely the origin of the fault.","The front-end service has the highest error rate and significant changes in log patterns, indicating it is likely the origin of the fault.",victim,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,341,50,4.95,13574,,qwen2.5-coder:7b,False,1536
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b+llm3:qwen2.5-coder:7b,front-end,True,False,high,1,"The front-end service has the highest error rate and significant changes in log patterns, indicating it is likely the origin of the fault.","The front-end service has the highest error rate and significant changes in log patterns, indicating it is likely the origin of the fault.",origin,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,337,50,0.73,13599,,qwen2.5-coder:7b,False,1536
re2ss_user_loss_1,RE2-SS,loss,clear,user,step1,llm:qwen2.5-coder:7b-nothink-shuffled,front-end,False,False,,3,High CPU usage and quiet log volume suggest a significant issue.,Error metric appeared and latency issues are critical.,,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,5788,585,13.49,13598,,qwen2.5-coder:7b,False,8192
re2ss_user_loss_1,RE2-SS,loss,clear,user,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:naive,front-end,False,False,,3,High CPU usage and quiet log volume suggest a significant issue.,Error metric appeared and latency issues are critical.,unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step2,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule,front-end,False,False,,3,High CPU usage and quiet log volume suggest a significant issue.,Error metric appeared and latency issues are critical.,unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step2,python:strength+llm2:qwen2.5-coder:7b,user,True,False,,1,presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%)),presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%)),unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,1598,541,11.44,13082,,qwen2.5-coder:7b,False,3072
re2ss_user_loss_1,RE2-SS,loss,clear,user,step2,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b,front-end,False,False,,3,High CPU usage and quiet log volume suggest a significant issue.,Error metric appeared and latency issues are critical.,victim,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,713,316,8.32,13518,,qwen2.5-coder:7b,False,2048
